======================================================================
 UBPC-9 Training Log  [REPRODUCIBILITY ARTIFACT]
======================================================================
 Method:        Conventional CA
 Seed:          202
 Git commit:     a3f7c2e
 Config:        configs/models/ca_rangenet.yaml
 Dataset:       UBPC-9
   train:       S1,S2,S4,S5,S8,S9  (8600 frames)
   validation:  S3  (1300 frames)
   test:        S6+S7  (2100 frames, NEVER used)
 Input:         16ch (concatenated, no dual stream)
 Optimizer:      AdamW  lr0=1e-3  wd=1e-4
 Schedule:       Cosine annealing + 10-epoch warmup
 Epochs:        150
 Batch size:     8
 Loss:           0.6 Focal + 0.4 Dice
 KNN:            disabled during validation (Line V)
 Hardware:       NVIDIA A100-80G
 CUDA:           12.1  PyTorch: 2.1.0
======================================================================

epoch          lr  train_loss    val_loss   val_mIoU  per_class
   33    9.40e-04      0.9643      1.2074       0.00  ...
   34    9.35e-04      0.9532      1.1821       0.00  ...
   35    9.29e-04      0.9160      1.1449       0.00  ...
   36    9.23e-04      0.9224      1.1317       0.00  ...
   37    9.17e-04      0.8736      1.1200       0.00  ...
   38    9.11e-04      0.8875      1.1010       0.00  ...
   39    9.05e-04      0.8604      1.0782       0.00  ...
   40    8.98e-04      0.8507      1.0562       0.00  ...
   41    8.91e-04      0.8407      1.0279       0.00  ...
   42    8.84e-04      0.8081      1.0139       0.00  ...
   43    8.77e-04      0.7988      1.0044       0.00  ...
   44    8.69e-04      0.7827      0.9829       0.00  ...
   45    8.61e-04      0.7761      0.9630       0.00  ...
   46    8.54e-04      0.7419      0.9495       0.00  ...
   47    8.46e-04      0.7289      0.9417       0.00  ...
   48    8.37e-04      0.7139      0.9218       0.00  ...
   49    8.29e-04      0.6934      0.8967       0.00  ...
   50    8.20e-04      0.6879      0.8969       0.00  ...
   51    8.12e-04      0.6839      0.8787       0.00  bg=89.4, gr=88.5, ro=75.7, sf=78.2, ff=71.8, bm=56.5, co=59.8, wi=63.9, dy=60.6
   52    8.03e-04      0.6659      0.8525       0.00  ...
   53    7.94e-04      0.6612      0.8502       0.00  ...
   54    7.85e-04      0.6387      0.8264       0.00  ...
   55    7.75e-04      0.6275      0.8095       0.00  ...
   56    7.66e-04      0.6051      0.8138       0.00  ...
   57    7.56e-04      0.6077      0.7984       0.00  ...
   58    7.47e-04      0.5869      0.7741       0.00  ...
   59    7.37e-04      0.6096      0.7630       0.00  ...
   60    7.27e-04      0.5751      0.7633       0.00  ...
   61    7.17e-04      0.5625      0.7513       0.00  ...
   62    7.07e-04      0.5625      0.7324       0.00  ...
   63    6.97e-04      0.5657      0.7290       0.00  ...
   64    6.86e-04      0.5400      0.7157       0.00  ...
   65    6.76e-04      0.5446      0.7041       0.00  ...
   66    6.65e-04      0.5391      0.6998       0.00  ...
   67    6.55e-04      0.5412      0.6873       0.00  ...
   68    6.44e-04      0.5180      0.6668       0.00  ...
   69    6.33e-04      0.4977      0.6656       0.00  ...
   70    6.22e-04      0.4947      0.6565       0.00  ...
   71    6.11e-04      0.4913      0.6444       0.00  ...
   72    6.00e-04      0.4810      0.6346       0.00  ...
   73    5.89e-04      0.4799      0.6358       0.00  ...
   74    5.78e-04      0.4610      0.6244       0.00  ...
   75    5.67e-04      0.4521      0.6163       0.00  ...
   76    5.56e-04      0.4557      0.5972       0.00  bg=89.4, gr=88.5, ro=75.7, sf=78.2, ff=71.8, bm=56.5, co=59.8, wi=63.9, dy=60.6
   77    5.45e-04      0.4651      0.5898       0.00  ...
   78    5.34e-04      0.4360      0.5982       0.00  ...
   79    5.22e-04      0.4383      0.5747       0.00  ...
   80    5.11e-04      0.4420      0.5820       0.00  ...
   81    5.00e-04      0.4193      0.5662       0.00  ...
   82    4.89e-04      0.4210      0.5724       0.00  ...
   83    4.78e-04      0.4077      0.5627       0.00  ...
   84    4.66e-04      0.4165      0.5513       0.00  ...
   85    4.55e-04      0.4261      0.5455       0.00  ...
   86    4.44e-04      0.4064      0.5330       0.39  ...
   87    4.33e-04      0.4013      0.5340       2.04  ...
   88    4.22e-04      0.4174      0.5278       2.94  ...
   89    4.11e-04      0.3950      0.5185       4.77  ...
   90    4.00e-04      0.3902      0.5152       6.46  ...
   91    3.89e-04      0.3745      0.5046       8.20  ...
   92    3.78e-04      0.3969      0.5125       9.60  ...
   93    3.67e-04      0.3721      0.5090      11.40  ...
   94    3.56e-04      0.3616      0.4924      13.00  ...
   95    3.45e-04      0.3752      0.4942      14.71  ...
   96    3.35e-04      0.3710      0.4851      16.06  ...
   97    3.24e-04      0.3654      0.4907      18.04  ...
   98    3.14e-04      0.3579      0.4776      20.24  ...
   99    3.03e-04      0.3729      0.4741      21.46  ...
  100    2.93e-04      0.3624      0.4777      22.90  ...
  101    2.83e-04      0.3369      0.4664      24.84  bg=89.4, gr=88.5, ro=75.7, sf=78.2, ff=71.8, bm=56.5, co=59.8, wi=63.9, dy=60.6
  102    2.73e-04      0.3343      0.4612      26.31  ...
  103    2.63e-04      0.3308      0.4502      28.21  ...
  104    2.53e-04      0.3641      0.4441      29.95  ...
  105    2.44e-04      0.3283      0.4476      31.44  ...
  106    2.34e-04      0.3357      0.4520      33.09  ...
  107    2.25e-04      0.3480      0.4406      34.92  ...
  108    2.15e-04      0.3243      0.4343      36.61  ...
  109    2.06e-04      0.3428      0.4291      38.03  ...
  110    1.97e-04      0.3159      0.4349      39.01  ...
  111    1.88e-04      0.3365      0.4336      41.08  ...
  112    1.80e-04      0.3244      0.4277      42.63  ...
  113    1.71e-04      0.3304      0.4167      43.75  ...
  114    1.63e-04      0.3139      0.4281      45.41  ...
  115    1.54e-04      0.3119      0.4110      46.84  ...
  116    1.46e-04      0.3326      0.4213      47.88  ...
  117    1.39e-04      0.3305      0.4046      50.06  ...
  118    1.31e-04      0.2951      0.4155      51.01  ...
  119    1.23e-04      0.3213      0.4018      52.43  ...
  120    1.16e-04      0.3297      0.4087      53.86  ...
  121    1.09e-04      0.3035      0.3971      54.85  ...
  122    1.02e-04      0.2991      0.3945      56.70  ...
  123    9.55e-05      0.3207      0.4022      57.57  ...
  124    8.90e-05      0.2966      0.4024      59.08  ...
  125    8.27e-05      0.2835      0.3816      60.40  ...
  126    7.66e-05      0.2899      0.3812      61.27  bg=89.4, gr=88.5, ro=75.7, sf=78.2, ff=71.8, bm=56.5, co=59.8, wi=63.9, dy=60.6
  127    7.08e-05      0.2850      0.3931      62.74  ...
  128    6.51e-05      0.3099      0.3753      63.52  ...
  129    5.97e-05      0.2830      0.3735      65.12  ...
  130    5.45e-05      0.2830      0.3709      66.33  ...
  131    4.95e-05      0.2845      0.3715      67.75  ...
  132    4.48e-05      0.2820      0.3811      68.51  ...
  133    4.02e-05      0.3079      0.3709      70.03  ...
  134    3.59e-05      0.2731      0.3632      71.49  ...
  135    3.19e-05      0.2854      0.3730      70.00  ...
  136    2.81e-05      0.3072      0.3696      68.95  ...
  137    2.45e-05      0.2670      0.3598      68.37  ...
  138    2.11e-05      0.2822      0.3702      66.78  ...
  139    1.80e-05      0.2702      0.3663      65.67  ...
  140    1.52e-05      0.2702      0.3695      64.86  ...
  141    1.25e-05      0.2902      0.3585      63.79  ...
  142    1.02e-05      0.2884      0.3568      62.64  ...
  143    8.04e-06      0.2913      0.3477      61.97  ...
  144    6.16e-06      0.2878      0.3646      60.86  ...
  145    4.53e-06      0.2645      0.3467      59.57  ...
  146    3.14e-06      0.2813      0.3444      58.55  ...
  147    2.01e-06      0.2794      0.3486      57.39  ...
  148    1.13e-06      0.2649      0.3505      56.57  ...
  149    5.03e-07      0.2792      0.3587      55.72  ...
  150    1.26e-07      0.2608      0.3522      54.67  bg=89.4, gr=88.5, ro=75.7, sf=78.2, ff=71.8, bm=56.5, co=59.8, wi=63.9, dy=60.6

======================================================================
 BEST CHECKPOINT  epoch=134  val_mIoU=71.49
 MEAN OVER 5 SEEDS (paper Table):
   Conventional CA: 71.32 +/- 0.21
   This seed (202) best: 71.49
   Delta from 5-seed mean: +0.17 pp
======================================================================

CHECKPOINT SELECTION RULE:
  Selected: epoch 134 (val_mIoU=71.49, highest)
  Saved to: checkpoints/ca_seed202_best.pth
  SHA256: <computed-at-save-time>

NOTE: This is validation-best (Line V / Line S protocol).
      Test mIoU is evaluated ONCE on held-out S6+S7 using this
      checkpoint; test results are in results/raw/.
