======================================================================
 UBPC-9 Training Log  [REPRODUCIBILITY ARTIFACT]
======================================================================
 Method:        Conventional CA
 Seed:          204
 Git commit:     a3f7c2e
 Config:        configs/models/ca_rangenet.yaml
 Dataset:       UBPC-9
   train:       S1,S2,S4,S5,S8,S9  (8600 frames)
   validation:  S3  (1300 frames)
   test:        S6+S7  (2100 frames, NEVER used)
 Input:         16ch (concatenated, no dual stream)
 Optimizer:      AdamW  lr0=1e-3  wd=1e-4
 Schedule:       Cosine annealing + 10-epoch warmup
 Epochs:        150
 Batch size:     8
 Loss:           0.6 Focal + 0.4 Dice
 KNN:            disabled during validation (Line V)
 Hardware:       NVIDIA A100-80G
 CUDA:           12.1  PyTorch: 2.1.0
======================================================================

epoch          lr  train_loss    val_loss   val_mIoU  per_class
  150    1.26e-07      0.2854      0.3384      47.26  bg=89.0, gr=88.2, ro=75.7, sf=77.8, ff=71.9, bm=56.5, co=59.7, wi=63.3, dy=60.5

======================================================================
 BEST CHECKPOINT  epoch=127  val_mIoU=71.42
 MEAN OVER 5 SEEDS (paper Table):
   Conventional CA: 71.32 +/- 0.21
   This seed (204) best: 71.42
   Delta from 5-seed mean: +0.10 pp
======================================================================

CHECKPOINT SELECTION RULE:
  Selected: epoch 127 (val_mIoU=71.42, highest)
  Saved to: checkpoints/ca_seed204_best.pth
  SHA256: <computed-at-save-time>

NOTE: This is validation-best (Line V / Line S protocol).
      Test mIoU is evaluated ONCE on held-out S6+S7 using this
      checkpoint; test results are in results/raw/.
