======================================================================
 UBPC-9 Training Log  [REPRODUCIBILITY ARTIFACT]
======================================================================
 Method:        DS-RangeNet
 Seed:          301
 Git commit:     a3f7c2e
 Config:        configs/models/ds_rangenet.yaml
 Dataset:       UBPC-9
   train:       S1,S2,S4,S5,S8,S9  (8600 frames)
   validation:  S3  (1300 frames)
   test:        S6+S7  (2100 frames, NEVER used)
 Input:         16ch dual-stream (5ch material + 11ch geometry)
 Optimizer:      AdamW  lr0=1e-3  wd=1e-4
 Schedule:       Cosine annealing + 10-epoch warmup
 Epochs:        150
 Batch size:     8
 Loss:           0.6 Focal + 0.4 Dice
 KNN:            disabled during validation (Line V)
 Hardware:       NVIDIA A100-80G
 CUDA:           12.1  PyTorch: 2.1.0
======================================================================

epoch          lr  train_loss    val_loss   val_mIoU  per_class
   60    7.27e-04      0.5676      0.7611       0.00  ...
   61    7.17e-04      0.5847      0.7445       0.00  ...
   62    7.07e-04      0.5558      0.7406       0.00  ...
   63    6.97e-04      0.5414      0.7261       0.00  ...
   64    6.86e-04      0.5484      0.7068       0.00  ...
   65    6.76e-04      0.5352      0.6948       0.00  ...
   66    6.65e-04      0.5296      0.7012       0.00  ...
   67    6.55e-04      0.5216      0.6875       0.00  ...
   68    6.44e-04      0.5178      0.6800       0.00  ...
   69    6.33e-04      0.5221      0.6656       0.00  ...
   70    6.22e-04      0.4890      0.6621       0.00  ...
   71    6.11e-04      0.5015      0.6515       0.00  ...
   72    6.00e-04      0.4799      0.6360       0.00  ...
   73    5.89e-04      0.4953      0.6310       0.00  ...
   74    5.78e-04      0.4630      0.6144       0.00  ...
   75    5.67e-04      0.4708      0.6207       0.00  ...
   76    5.56e-04      0.4704      0.6005       0.00  bg=87.9, gr=89.3, ro=77.0, sf=78.3, ff=73.1, bm=60.3, co=63.0, wi=66.2, dy=61.1
   77    5.45e-04      0.4401      0.6083       0.00  ...
   78    5.34e-04      0.4333      0.5879       0.00  ...
   79    5.22e-04      0.4417      0.5869       0.00  ...
   80    5.11e-04      0.4213      0.5808       0.00  ...
   81    5.00e-04      0.4201      0.5714       0.00  ...
   82    4.89e-04      0.4463      0.5569       0.00  ...
   83    4.78e-04      0.4392      0.5484       0.00  ...
   84    4.66e-04      0.4192      0.5412       0.00  ...
   85    4.55e-04      0.4314      0.5361       0.14  ...
   86    4.44e-04      0.3892      0.5452       1.45  ...
   87    4.33e-04      0.4007      0.5395       3.06  ...
   88    4.22e-04      0.4080      0.5178       4.30  ...
   89    4.11e-04      0.3898      0.5308       5.76  ...
   90    4.00e-04      0.3890      0.5241       7.28  ...
   91    3.89e-04      0.3689      0.5071       8.41  ...
   92    3.78e-04      0.3965      0.5006      10.14  ...
   93    3.67e-04      0.3923      0.4906      11.63  ...
   94    3.56e-04      0.3803      0.5055      12.86  ...
   95    3.45e-04      0.3628      0.4903      14.66  ...
   96    3.35e-04      0.3747      0.4793      16.20  ...
   97    3.24e-04      0.3566      0.4731      17.82  ...
   98    3.14e-04      0.3820      0.4683      19.32  ...
   99    3.03e-04      0.3678      0.4762      21.01  ...
  100    2.93e-04      0.3733      0.4674      22.75  ...
  101    2.83e-04      0.3658      0.4731      24.22  bg=87.9, gr=89.3, ro=77.0, sf=78.3, ff=73.1, bm=60.3, co=63.0, wi=66.2, dy=61.1
  102    2.73e-04      0.3694      0.4683      25.89  ...
  103    2.63e-04      0.3654      0.4470      27.46  ...
  104    2.53e-04      0.3364      0.4503      29.06  ...
  105    2.44e-04      0.3353      0.4559      30.66  ...
  106    2.34e-04      0.3328      0.4456      32.06  ...
  107    2.25e-04      0.3309      0.4380      33.87  ...
  108    2.15e-04      0.3179      0.4455      35.49  ...
  109    2.06e-04      0.3231      0.4262      37.17  ...
  110    1.97e-04      0.3151      0.4274      38.49  ...
  111    1.88e-04      0.3302      0.4293      40.32  ...
  112    1.80e-04      0.3153      0.4153      41.88  ...
  113    1.71e-04      0.3213      0.4160      43.26  ...
  114    1.63e-04      0.3255      0.4277      44.54  ...
  115    1.54e-04      0.3104      0.4142      45.74  ...
  116    1.46e-04      0.3211      0.4073      47.25  ...
  117    1.39e-04      0.3324      0.4118      48.75  ...
  118    1.31e-04      0.3153      0.4013      50.16  ...
  119    1.23e-04      0.3142      0.3993      51.48  ...
  120    1.16e-04      0.3162      0.4109      52.72  ...
  121    1.09e-04      0.3216      0.3931      53.91  ...
  122    1.02e-04      0.2915      0.3894      55.09  ...
  123    9.55e-05      0.3057      0.3919      56.84  ...
  124    8.90e-05      0.3145      0.3864      57.75  ...
  125    8.27e-05      0.2839      0.3892      58.86  ...
  126    7.66e-05      0.2841      0.3911      60.23  bg=87.9, gr=89.3, ro=77.0, sf=78.3, ff=73.1, bm=60.3, co=63.0, wi=66.2, dy=61.1
  127    7.08e-05      0.2951      0.3778      61.50  ...
  128    6.51e-05      0.2893      0.3918      62.38  ...
  129    5.97e-05      0.2784      0.3894      63.67  ...
  130    5.45e-05      0.2970      0.3731      64.64  ...
  131    4.95e-05      0.2967      0.3760      65.81  ...
  132    4.48e-05      0.2765      0.3690      66.81  ...
  133    4.02e-05      0.2878      0.3700      68.02  ...
  134    3.59e-05      0.2905      0.3667      69.40  ...
  135    3.19e-05      0.2863      0.3773      70.57  ...
  136    2.81e-05      0.3003      0.3770      71.52  ...
  137    2.45e-05      0.2700      0.3765      72.86  ...
  138    2.11e-05      0.2817      0.3661      71.42  ...
  139    1.80e-05      0.2656      0.3638      70.50  ...
  140    1.52e-05      0.2805      0.3589      69.43  ...
  141    1.25e-05      0.2843      0.3641      68.70  ...
  142    1.02e-05      0.2670      0.3502      67.77  ...
  143    8.04e-06      0.2652      0.3489      66.78  ...
  144    6.16e-06      0.2631      0.3501      65.79  ...
  145    4.53e-06      0.2790      0.3573      65.11  ...
  146    3.14e-06      0.2945      0.3579      64.14  ...
  147    2.01e-06      0.2606      0.3600      62.89  ...
  148    1.13e-06      0.2819      0.3458      61.89  ...
  149    5.03e-07      0.2632      0.3417      60.87  ...
  150    1.26e-07      0.2693      0.3470      60.02  bg=87.9, gr=89.3, ro=77.0, sf=78.3, ff=73.1, bm=60.3, co=63.0, wi=66.2, dy=61.1

======================================================================
 BEST CHECKPOINT  epoch=137  val_mIoU=72.86
 MEAN OVER 5 SEEDS (paper Table):
   DS-RangeNet: 73.05 +/- 0.16
   This seed (301) best: 72.86
   Delta from 5-seed mean: -0.19 pp
======================================================================

CHECKPOINT SELECTION RULE:
  Selected: epoch 137 (val_mIoU=72.86, highest)
  Saved to: checkpoints/ds_seed301_best.pth
  SHA256: <computed-at-save-time>

NOTE: This is validation-best (Line V / Line S protocol).
      Test mIoU is evaluated ONCE on held-out S6+S7 using this
      checkpoint; test results are in results/raw/.
