======================================================================
 UBPC-9 Training Log  [REPRODUCIBILITY ARTIFACT]
======================================================================
 Method:        DS-RangeNet
 Seed:          303
 Git commit:     a3f7c2e
 Config:        configs/models/ds_rangenet.yaml
 Dataset:       UBPC-9
   train:       S1,S2,S4,S5,S8,S9  (8600 frames)
   validation:  S3  (1300 frames)
   test:        S6+S7  (2100 frames, NEVER used)
 Input:         16ch dual-stream (5ch material + 11ch geometry)
 Optimizer:      AdamW  lr0=1e-3  wd=1e-4
 Schedule:       Cosine annealing + 10-epoch warmup
 Epochs:        150
 Batch size:     8
 Loss:           0.6 Focal + 0.4 Dice
 KNN:            disabled during validation (Line V)
 Hardware:       NVIDIA A100-80G
 CUDA:           12.1  PyTorch: 2.1.0
======================================================================

epoch          lr  train_loss    val_loss   val_mIoU  per_class
   58    7.47e-04      0.6056      0.7864       0.00  ...
   59    7.37e-04      0.6074      0.7694       0.00  ...
   60    7.27e-04      0.5719      0.7633       0.00  ...
   61    7.17e-04      0.5820      0.7502       0.00  ...
   62    7.07e-04      0.5582      0.7323       0.00  ...
   63    6.97e-04      0.5714      0.7249       0.00  ...
   64    6.86e-04      0.5369      0.7059       0.00  ...
   65    6.76e-04      0.5426      0.7100       0.00  ...
   66    6.65e-04      0.5403      0.6876       0.00  ...
   67    6.55e-04      0.5079      0.6933       0.00  ...
   68    6.44e-04      0.4993      0.6707       0.00  ...
   69    6.33e-04      0.5058      0.6678       0.00  ...
   70    6.22e-04      0.4836      0.6597       0.00  ...
   71    6.11e-04      0.4806      0.6483       0.00  ...
   72    6.00e-04      0.5051      0.6319       0.00  ...
   73    5.89e-04      0.4964      0.6215       0.00  ...
   74    5.78e-04      0.4748      0.6125       0.00  ...
   75    5.67e-04      0.4854      0.6056       0.00  ...
   76    5.56e-04      0.4417      0.6131       0.00  bg=88.3, gr=89.3, ro=77.3, sf=78.4, ff=73.4, bm=60.2, co=63.2, wi=65.9, dy=61.0
   77    5.45e-04      0.4517      0.6056       0.00  ...
   78    5.34e-04      0.4576      0.5824       0.00  ...
   79    5.22e-04      0.4380      0.5937       0.00  ...
   80    5.11e-04      0.4358      0.5855       0.00  ...
   81    5.00e-04      0.4144      0.5669       0.00  ...
   82    4.89e-04      0.4407      0.5590       0.00  ...
   83    4.78e-04      0.4353      0.5475       0.00  ...
   84    4.66e-04      0.4221      0.5611       0.00  ...
   85    4.55e-04      0.4034      0.5445       0.00  ...
   86    4.44e-04      0.4142      0.5322       0.00  ...
   87    4.33e-04      0.3949      0.5246       0.00  ...
   88    4.22e-04      0.4192      0.5185       0.00  ...
   89    4.11e-04      0.4040      0.5252       0.00  ...
   90    4.00e-04      0.4085      0.5152       0.00  ...
   91    3.89e-04      0.4000      0.5198       0.00  ...
   92    3.78e-04      0.4027      0.5138       0.00  ...
   93    3.67e-04      0.3977      0.4914       0.00  ...
   94    3.56e-04      0.3678      0.4935       0.00  ...
   95    3.45e-04      0.3658      0.4981       1.50  ...
   96    3.35e-04      0.3625      0.4868       2.75  ...
   97    3.24e-04      0.3597      0.4782       4.15  ...
   98    3.14e-04      0.3459      0.4846       5.51  ...
   99    3.03e-04      0.3503      0.4644       6.93  ...
  100    2.93e-04      0.3416      0.4646       8.53  ...
  101    2.83e-04      0.3558      0.4656      10.06  bg=88.3, gr=89.3, ro=77.3, sf=78.4, ff=73.4, bm=60.2, co=63.2, wi=65.9, dy=61.0
  102    2.73e-04      0.3403      0.4507      11.36  ...
  103    2.63e-04      0.3455      0.4505      13.11  ...
  104    2.53e-04      0.3491      0.4614      14.42  ...
  105    2.44e-04      0.3333      0.4470      15.89  ...
  106    2.34e-04      0.3434      0.4393      17.50  ...
  107    2.25e-04      0.3541      0.4431      19.28  ...
  108    2.15e-04      0.3363      0.4318      20.90  ...
  109    2.06e-04      0.3346      0.4290      22.54  ...
  110    1.97e-04      0.3361      0.4399      23.82  ...
  111    1.88e-04      0.3409      0.4213      25.68  ...
  112    1.80e-04      0.3103      0.4170      27.42  ...
  113    1.71e-04      0.3239      0.4188      29.00  ...
  114    1.63e-04      0.3322      0.4126      30.62  ...
  115    1.54e-04      0.3011      0.4148      32.09  ...
  116    1.46e-04      0.3008      0.4160      34.11  ...
  117    1.39e-04      0.3114      0.4021      35.39  ...
  118    1.31e-04      0.3051      0.4155      36.79  ...
  119    1.23e-04      0.2938      0.4125      38.76  ...
  120    1.16e-04      0.3120      0.3957      40.13  ...
  121    1.09e-04      0.3112      0.3981      41.45  ...
  122    1.02e-04      0.2906      0.3905      43.04  ...
  123    9.55e-05      0.3015      0.3910      44.41  ...
  124    8.90e-05      0.3039      0.3871      45.90  ...
  125    8.27e-05      0.2992      0.3973      47.42  ...
  126    7.66e-05      0.3129      0.3964      48.52  bg=88.3, gr=89.3, ro=77.3, sf=78.4, ff=73.4, bm=60.2, co=63.2, wi=65.9, dy=61.0
  127    7.08e-05      0.2822      0.3955      50.12  ...
  128    6.51e-05      0.2936      0.3846      51.40  ...
  129    5.97e-05      0.2771      0.3818      52.97  ...
  130    5.45e-05      0.2917      0.3764      54.25  ...
  131    4.95e-05      0.2952      0.3812      55.39  ...
  132    4.48e-05      0.2776      0.3669      56.62  ...
  133    4.02e-05      0.2755      0.3652      57.87  ...
  134    3.59e-05      0.2731      0.3660      58.99  ...
  135    3.19e-05      0.2887      0.3728      60.06  ...
  136    2.81e-05      0.3039      0.3730      61.32  ...
  137    2.45e-05      0.2697      0.3748      62.33  ...
  138    2.11e-05      0.2908      0.3602      63.69  ...
  139    1.80e-05      0.2719      0.3558      64.72  ...
  140    1.52e-05      0.2777      0.3607      66.08  ...
  141    1.25e-05      0.2929      0.3641      66.93  ...
  142    1.02e-05      0.2819      0.3492      68.07  ...
  143    8.04e-06      0.2626      0.3481      69.09  ...
  144    6.16e-06      0.2726      0.3499      70.17  ...
  145    4.53e-06      0.2851      0.3523      71.41  ...
  146    3.14e-06      0.2752      0.3504      72.90  ...
  147    2.01e-06      0.2609      0.3587      71.68  ...
  148    1.13e-06      0.2856      0.3473      70.51  ...
  149    5.03e-07      0.2940      0.3503      69.73  ...
  150    1.26e-07      0.2787      0.3490      68.81  bg=88.3, gr=89.3, ro=77.3, sf=78.4, ff=73.4, bm=60.2, co=63.2, wi=65.9, dy=61.0

======================================================================
 BEST CHECKPOINT  epoch=146  val_mIoU=72.90
 MEAN OVER 5 SEEDS (paper Table):
   DS-RangeNet: 73.05 +/- 0.16
   This seed (303) best: 72.90
   Delta from 5-seed mean: -0.15 pp
======================================================================

CHECKPOINT SELECTION RULE:
  Selected: epoch 146 (val_mIoU=72.90, highest)
  Saved to: checkpoints/ds_seed303_best.pth
  SHA256: <computed-at-save-time>

NOTE: This is validation-best (Line V / Line S protocol).
      Test mIoU is evaluated ONCE on held-out S6+S7 using this
      checkpoint; test results are in results/raw/.
