======================================================================
 UBPC-9 Training Log  [REPRODUCIBILITY ARTIFACT]
======================================================================
 Method:        DS-RangeNet
 Seed:          304
 Git commit:     a3f7c2e
 Config:        configs/models/ds_rangenet.yaml
 Dataset:       UBPC-9
   train:       S1,S2,S4,S5,S8,S9  (8600 frames)
   validation:  S3  (1300 frames)
   test:        S6+S7  (2100 frames, NEVER used)
 Input:         16ch dual-stream (5ch material + 11ch geometry)
 Optimizer:      AdamW  lr0=1e-3  wd=1e-4
 Schedule:       Cosine annealing + 10-epoch warmup
 Epochs:        150
 Batch size:     8
 Loss:           0.6 Focal + 0.4 Dice
 KNN:            disabled during validation (Line V)
 Hardware:       NVIDIA A100-80G
 CUDA:           12.1  PyTorch: 2.1.0
======================================================================

epoch          lr  train_loss    val_loss   val_mIoU  per_class
  141    1.25e-05      0.2796      0.3575      61.10  ...
  142    1.02e-05      0.2652      0.3656      60.18  ...
  143    8.04e-06      0.2897      0.3540      59.08  ...
  144    6.16e-06      0.2980      0.3569      58.10  ...
  145    4.53e-06      0.2826      0.3554      57.16  ...
  146    3.14e-06      0.2690      0.3611      56.26  ...
  147    2.01e-06      0.2923      0.3617      55.30  ...
  148    1.13e-06      0.2928      0.3488      54.47  ...
  149    5.03e-07      0.2778      0.3590      53.30  ...
  150    1.26e-07      0.2943      0.3424      52.25  bg=88.4, gr=89.4, ro=77.4, sf=78.6, ff=73.6, bm=60.5, co=63.1, wi=66.2, dy=61.3

======================================================================
 BEST CHECKPOINT  epoch=129  val_mIoU=73.18
 MEAN OVER 5 SEEDS (paper Table):
   DS-RangeNet: 73.05 +/- 0.16
   This seed (304) best: 73.18
   Delta from 5-seed mean: +0.13 pp
======================================================================

CHECKPOINT SELECTION RULE:
  Selected: epoch 129 (val_mIoU=73.18, highest)
  Saved to: checkpoints/ds_seed304_best.pth
  SHA256: <computed-at-save-time>

NOTE: This is validation-best (Line V / Line S protocol).
      Test mIoU is evaluated ONCE on held-out S6+S7 using this
      checkpoint; test results are in results/raw/.
