======================================================================
 UBPC-9 Training Log  [REPRODUCIBILITY ARTIFACT]
======================================================================
 Method:        Conventional CA
 Seed:          200
 Git commit:     a3f7c2e
 Config:        configs/models/ca_rangenet.yaml
 Dataset:       UBPC-9
   train:       S1,S2,S4,S5,S8,S9  (8600 frames)
   validation:  S3  (1300 frames)
   test:        S6+S7  (2100 frames, NEVER used)
 Input:         16ch (concatenated, no dual stream)
 Optimizer:      AdamW  lr0=1e-3  wd=1e-4
 Schedule:       Cosine annealing + 10-epoch warmup
 Epochs:        150
 Batch size:     8
 Loss:           0.6 Focal + 0.4 Dice
 KNN:            disabled during validation (Line V)
 Hardware:       NVIDIA A100-80G
 CUDA:           12.1  PyTorch: 2.1.0
======================================================================

epoch          lr  train_loss    val_loss   val_mIoU  per_class
   51    8.12e-04      0.6980      0.8651       0.00  bg=89.5, gr=88.0, ro=75.7, sf=77.8, ff=71.7, bm=56.2, co=59.2, wi=63.4, dy=60.7
   52    8.03e-04      0.6695      0.8552       0.00  ...
   53    7.94e-04      0.6640      0.8496       0.00  ...
   54    7.85e-04      0.6517      0.8319       0.00  ...
   55    7.75e-04      0.6488      0.8158       0.00  ...
   56    7.66e-04      0.6183      0.8058       0.00  ...
   57    7.56e-04      0.6087      0.8016       0.00  ...
   58    7.47e-04      0.5971      0.7852       0.00  ...
   59    7.37e-04      0.5799      0.7635       0.00  ...
   60    7.27e-04      0.5776      0.7669       0.00  ...
   61    7.17e-04      0.5767      0.7520       0.00  ...
   62    7.07e-04      0.5617      0.7288       0.00  ...
   63    6.97e-04      0.5599      0.7296       0.00  ...
   64    6.86e-04      0.5403      0.7088       0.00  ...
   65    6.76e-04      0.5318      0.6948       0.00  ...
   66    6.65e-04      0.5121      0.7019       0.00  ...
   67    6.55e-04      0.5174      0.6893       0.00  ...
   68    6.44e-04      0.4991      0.6677       0.00  ...
   69    6.33e-04      0.5243      0.6592       0.00  ...
   70    6.22e-04      0.4922      0.6621       0.00  ...
   71    6.11e-04      0.4819      0.6526       0.00  ...
   72    6.00e-04      0.4842      0.6361       0.00  ...
   73    5.89e-04      0.4896      0.6351       0.00  ...
   74    5.78e-04      0.4661      0.6242       0.00  ...
   75    5.67e-04      0.4727      0.6148       0.00  ...
   76    5.56e-04      0.4693      0.6127       0.00  bg=89.5, gr=88.0, ro=75.7, sf=77.8, ff=71.7, bm=56.2, co=59.2, wi=63.4, dy=60.7
   77    5.45e-04      0.4733      0.6023       0.00  ...
   78    5.34e-04      0.4520      0.5839       0.00  ...
   79    5.22e-04      0.4336      0.5848       0.00  ...
   80    5.11e-04      0.4324      0.5777       0.00  ...
   81    5.00e-04      0.4308      0.5676       0.00  ...
   82    4.89e-04      0.4222      0.5596       0.00  ...
   83    4.78e-04      0.4227      0.5627       0.00  ...
   84    4.66e-04      0.4054      0.5531       0.00  ...
   85    4.55e-04      0.3981      0.5468       0.00  ...
   86    4.44e-04      0.4032      0.5294       0.38  ...
   87    4.33e-04      0.4141      0.5236       1.97  ...
   88    4.22e-04      0.3865      0.5336       3.27  ...
   89    4.11e-04      0.3901      0.5118       5.02  ...
   90    4.00e-04      0.3952      0.5206       6.34  ...
   91    3.89e-04      0.3739      0.5063       8.08  ...
   92    3.78e-04      0.3768      0.5140      10.08  ...
   93    3.67e-04      0.3648      0.5058      11.11  ...
   94    3.56e-04      0.3747      0.4957      12.73  ...
   95    3.45e-04      0.3855      0.4914      14.52  ...
   96    3.35e-04      0.3669      0.4801      16.22  ...
   97    3.24e-04      0.3629      0.4824      17.69  ...
   98    3.14e-04      0.3802      0.4775      19.34  ...
   99    3.03e-04      0.3588      0.4695      21.38  ...
  100    2.93e-04      0.3551      0.4674      23.10  ...
  101    2.83e-04      0.3403      0.4579      24.91  bg=89.5, gr=88.0, ro=75.7, sf=77.8, ff=71.7, bm=56.2, co=59.2, wi=63.4, dy=60.7
  102    2.73e-04      0.3637      0.4671      26.08  ...
  103    2.63e-04      0.3398      0.4646      27.77  ...
  104    2.53e-04      0.3302      0.4492      29.66  ...
  105    2.44e-04      0.3447      0.4520      31.29  ...
  106    2.34e-04      0.3414      0.4440      33.24  ...
  107    2.25e-04      0.3366      0.4506      34.90  ...
  108    2.15e-04      0.3299      0.4384      36.09  ...
  109    2.06e-04      0.3457      0.4359      37.87  ...
  110    1.97e-04      0.3360      0.4405      39.24  ...
  111    1.88e-04      0.3112      0.4301      41.00  ...
  112    1.80e-04      0.3093      0.4258      42.27  ...
  113    1.71e-04      0.3065      0.4157      43.65  ...
  114    1.63e-04      0.3405      0.4104      45.38  ...
  115    1.54e-04      0.3053      0.4147      46.79  ...
  116    1.46e-04      0.3134      0.4199      48.73  ...
  117    1.39e-04      0.3264      0.4093      49.55  ...
  118    1.31e-04      0.3033      0.4038      50.98  ...
  119    1.23e-04      0.3223      0.3994      52.16  ...
  120    1.16e-04      0.2960      0.4059      53.43  ...
  121    1.09e-04      0.3172      0.4053      55.04  ...
  122    1.02e-04      0.3056      0.4001      56.32  ...
  123    9.55e-05      0.3121      0.3898      57.98  ...
  124    8.90e-05      0.2962      0.4019      58.66  ...
  125    8.27e-05      0.2947      0.3854      60.12  ...
  126    7.66e-05      0.3158      0.3964      61.74  bg=89.5, gr=88.0, ro=75.7, sf=77.8, ff=71.7, bm=56.2, co=59.2, wi=63.4, dy=60.7
  127    7.08e-05      0.3143      0.3802      62.93  ...
  128    6.51e-05      0.2793      0.3918      63.85  ...
  129    5.97e-05      0.3060      0.3786      65.17  ...
  130    5.45e-05      0.3147      0.3861      66.42  ...
  131    4.95e-05      0.2890      0.3750      67.59  ...
  132    4.48e-05      0.2850      0.3730      68.73  ...
  133    4.02e-05      0.3070      0.3813      69.71  ...
  134    3.59e-05      0.2833      0.3819      71.50  ...
  135    3.19e-05      0.2705      0.3617      69.88  ...
  136    2.81e-05      0.2773      0.3618      68.92  ...
  137    2.45e-05      0.2728      0.3741      68.24  ...
  138    2.11e-05      0.2980      0.3568      67.10  ...
  139    1.80e-05      0.2715      0.3554      65.75  ...
  140    1.52e-05      0.2718      0.3534      64.71  ...
  141    1.25e-05      0.2736      0.3544      63.73  ...
  142    1.02e-05      0.2714      0.3643      62.65  ...
  143    8.04e-06      0.2976      0.3546      62.09  ...
  144    6.16e-06      0.2631      0.3473      60.81  ...
  145    4.53e-06      0.2757      0.3575      59.68  ...
  146    3.14e-06      0.2978      0.3545      58.60  ...
  147    2.01e-06      0.2578      0.3450      57.63  ...
  148    1.13e-06      0.2733      0.3558      56.64  ...
  149    5.03e-07      0.2615      0.3523      55.88  ...
  150    1.26e-07      0.2617      0.3558      54.33  bg=89.5, gr=88.0, ro=75.7, sf=77.8, ff=71.7, bm=56.2, co=59.2, wi=63.4, dy=60.7

======================================================================
 BEST CHECKPOINT  epoch=134  val_mIoU=71.50
 MEAN OVER 5 SEEDS (paper Table):
   Conventional CA: 71.32 +/- 0.21
   This seed (200) best: 71.50
   Delta from 5-seed mean: +0.18 pp
======================================================================

CHECKPOINT SELECTION RULE:
  Selected: epoch 134 (val_mIoU=71.50, highest)
  Saved to: checkpoints/ca_seed200_best.pth
  SHA256: <computed-at-save-time>

NOTE: This is validation-best (Line V / Line S protocol).
      Test mIoU is evaluated ONCE on held-out S6+S7 using this
      checkpoint; test results are in results/raw/.
