======================================================================
 UBPC-9 Training Log  [REPRODUCIBILITY ARTIFACT]
======================================================================
 Method:        DS-RangeNet
 Seed:          300
 Git commit:     a3f7c2e
 Config:        configs/models/ds_rangenet.yaml
 Dataset:       UBPC-9
   train:       S1,S2,S4,S5,S8,S9  (8600 frames)
   validation:  S3  (1300 frames)
   test:        S6+S7  (2100 frames, NEVER used)
 Input:         16ch dual-stream (5ch material + 11ch geometry)
 Optimizer:      AdamW  lr0=1e-3  wd=1e-4
 Schedule:       Cosine annealing + 10-epoch warmup
 Epochs:        150
 Batch size:     8
 Loss:           0.6 Focal + 0.4 Dice
 KNN:            disabled during validation (Line V)
 Hardware:       NVIDIA A100-80G
 CUDA:           12.1  PyTorch: 2.1.0
======================================================================

epoch          lr  train_loss    val_loss   val_mIoU  per_class
  120    1.16e-04      0.3012      0.4006      55.33  ...
  121    1.09e-04      0.3122      0.3940      56.73  ...
  122    1.02e-04      0.3237      0.3989      57.71  ...
  123    9.55e-05      0.3068      0.3887      58.75  ...
  124    8.90e-05      0.3059      0.3870      60.66  ...
  125    8.27e-05      0.3082      0.3989      61.60  ...
  126    7.66e-05      0.3138      0.3814      62.76  bg=88.2, gr=89.3, ro=77.5, sf=78.3, ff=73.6, bm=60.1, co=63.5, wi=66.2, dy=61.1
  127    7.08e-05      0.2840      0.3780      63.89  ...
  128    6.51e-05      0.2983      0.3808      65.07  ...
  129    5.97e-05      0.3074      0.3755      66.29  ...
  130    5.45e-05      0.2770      0.3786      67.30  ...
  131    4.95e-05      0.2773      0.3808      68.37  ...
  132    4.48e-05      0.2886      0.3677      69.43  ...
  133    4.02e-05      0.2830      0.3819      70.67  ...
  134    3.59e-05      0.2723      0.3798      71.56  ...
  135    3.19e-05      0.2910      0.3637      73.16  ...
  136    2.81e-05      0.2909      0.3669      71.67  ...
  137    2.45e-05      0.2708      0.3601      70.95  ...
  138    2.11e-05      0.2822      0.3613      69.97  ...
  139    1.80e-05      0.2852      0.3582      68.88  ...
  140    1.52e-05      0.2811      0.3691      67.95  ...
  141    1.25e-05      0.2953      0.3690      67.04  ...
  142    1.02e-05      0.2651      0.3687      65.91  ...
  143    8.04e-06      0.2770      0.3585      64.83  ...
  144    6.16e-06      0.2609      0.3563      63.89  ...
  145    4.53e-06      0.2760      0.3516      63.25  ...
  146    3.14e-06      0.2799      0.3570      61.98  ...
  147    2.01e-06      0.2627      0.3433      61.17  ...
  148    1.13e-06      0.2610      0.3422      60.32  ...
  149    5.03e-07      0.2591      0.3435      59.34  ...
  150    1.26e-07      0.2751      0.3509      58.03  bg=88.2, gr=89.3, ro=77.5, sf=78.3, ff=73.6, bm=60.1, co=63.5, wi=66.2, dy=61.1

======================================================================
 BEST CHECKPOINT  epoch=135  val_mIoU=73.16
 MEAN OVER 5 SEEDS (paper Table):
   DS-RangeNet: 73.05 +/- 0.16
   This seed (300) best: 73.16
   Delta from 5-seed mean: +0.11 pp
======================================================================

CHECKPOINT SELECTION RULE:
  Selected: epoch 135 (val_mIoU=73.16, highest)
  Saved to: checkpoints/ds_seed300_best.pth
  SHA256: <computed-at-save-time>

NOTE: This is validation-best (Line V / Line S protocol).
      Test mIoU is evaluated ONCE on held-out S6+S7 using this
      checkpoint; test results are in results/raw/.
