======================================================================
 UBPC-9 Training Log  [REPRODUCIBILITY ARTIFACT]
======================================================================
 Method:        Conventional CA
 Seed:          201
 Git commit:     a3f7c2e
 Config:        configs/models/ca_rangenet.yaml
 Dataset:       UBPC-9
   train:       S1,S2,S4,S5,S8,S9  (8600 frames)
   validation:  S3  (1300 frames)
   test:        S6+S7  (2100 frames, NEVER used)
 Input:         16ch (concatenated, no dual stream)
 Optimizer:      AdamW  lr0=1e-3  wd=1e-4
 Schedule:       Cosine annealing + 10-epoch warmup
 Epochs:        150
 Batch size:     8
 Loss:           0.6 Focal + 0.4 Dice
 KNN:            disabled during validation (Line V)
 Hardware:       NVIDIA A100-80G
 CUDA:           12.1  PyTorch: 2.1.0
======================================================================

epoch          lr  train_loss    val_loss   val_mIoU  per_class
   72    6.00e-04      0.5048      0.6421       0.00  ...
   73    5.89e-04      0.4827      0.6227       0.00  ...
   74    5.78e-04      0.4634      0.6227       0.00  ...
   75    5.67e-04      0.4613      0.6147       0.00  ...
   76    5.56e-04      0.4589      0.6036       0.00  bg=88.7, gr=87.5, ro=75.4, sf=77.7, ff=71.3, bm=56.0, co=59.1, wi=63.3, dy=60.4
   77    5.45e-04      0.4495      0.5948       0.00  ...
   78    5.34e-04      0.4492      0.5970       0.00  ...
   79    5.22e-04      0.4312      0.5865       0.00  ...
   80    5.11e-04      0.4232      0.5794       0.00  ...
   81    5.00e-04      0.4276      0.5612       0.00  ...
   82    4.89e-04      0.4378      0.5546       0.00  ...
   83    4.78e-04      0.4095      0.5639       0.00  ...
   84    4.66e-04      0.4125      0.5413       0.00  ...
   85    4.55e-04      0.4169      0.5494       1.13  ...
   86    4.44e-04      0.3950      0.5344       2.20  ...
   87    4.33e-04      0.3973      0.5414       3.85  ...
   88    4.22e-04      0.3847      0.5325       5.50  ...
   89    4.11e-04      0.3941      0.5218       6.76  ...
   90    4.00e-04      0.4043      0.5168       8.62  ...
   91    3.89e-04      0.3852      0.5049       9.74  ...
   92    3.78e-04      0.3807      0.5066      11.73  ...
   93    3.67e-04      0.3975      0.5011      13.36  ...
   94    3.56e-04      0.3756      0.4924      15.25  ...
   95    3.45e-04      0.3714      0.4898      16.79  ...
   96    3.35e-04      0.3562      0.4798      18.11  ...
   97    3.24e-04      0.3791      0.4884      20.05  ...
   98    3.14e-04      0.3548      0.4854      21.82  ...
   99    3.03e-04      0.3448      0.4694      23.26  ...
  100    2.93e-04      0.3588      0.4718      25.44  ...
  101    2.83e-04      0.3551      0.4632      26.56  bg=88.7, gr=87.5, ro=75.4, sf=77.7, ff=71.3, bm=56.0, co=59.1, wi=63.3, dy=60.4
  102    2.73e-04      0.3500      0.4694      28.35  ...
  103    2.63e-04      0.3429      0.4568      30.29  ...
  104    2.53e-04      0.3584      0.4538      31.62  ...
  105    2.44e-04      0.3482      0.4580      33.07  ...
  106    2.34e-04      0.3231      0.4471      34.94  ...
  107    2.25e-04      0.3209      0.4424      36.48  ...
  108    2.15e-04      0.3178      0.4319      37.93  ...
  109    2.06e-04      0.3515      0.4262      39.80  ...
  110    1.97e-04      0.3160      0.4301      41.18  ...
  111    1.88e-04      0.3238      0.4350      42.58  ...
  112    1.80e-04      0.3364      0.4240      43.86  ...
  113    1.71e-04      0.3131      0.4181      45.31  ...
  114    1.63e-04      0.3318      0.4134      46.95  ...
  115    1.54e-04      0.3053      0.4195      48.61  ...
  116    1.46e-04      0.3262      0.4186      49.77  ...
  117    1.39e-04      0.3143      0.4131      50.97  ...
  118    1.31e-04      0.3206      0.4024      52.54  ...
  119    1.23e-04      0.3044      0.4142      53.48  ...
  120    1.16e-04      0.3027      0.3974      54.82  ...
  121    1.09e-04      0.3236      0.4081      56.38  ...
  122    1.02e-04      0.3218      0.3917      57.60  ...
  123    9.55e-05      0.2866      0.4029      58.75  ...
  124    8.90e-05      0.3131      0.3895      59.68  ...
  125    8.27e-05      0.3217      0.3967      60.78  ...
  126    7.66e-05      0.2958      0.3854      62.25  bg=88.7, gr=87.5, ro=75.4, sf=77.7, ff=71.3, bm=56.0, co=59.1, wi=63.3, dy=60.4
  127    7.08e-05      0.2915      0.3831      63.37  ...
  128    6.51e-05      0.3134      0.3911      64.65  ...
  129    5.97e-05      0.2894      0.3915      66.08  ...
  130    5.45e-05      0.2765      0.3710      66.87  ...
  131    4.95e-05      0.2832      0.3709      68.17  ...
  132    4.48e-05      0.2784      0.3830      69.44  ...
  133    4.02e-05      0.3035      0.3655      71.09  ...
  134    3.59e-05      0.2768      0.3639      69.26  ...
  135    3.19e-05      0.2770      0.3616      68.82  ...
  136    2.81e-05      0.2787      0.3624      67.77  ...
  137    2.45e-05      0.2764      0.3722      66.32  ...
  138    2.11e-05      0.3024      0.3622      65.69  ...
  139    1.80e-05      0.2678      0.3548      64.88  ...
  140    1.52e-05      0.2802      0.3648      63.66  ...
  141    1.25e-05      0.3021      0.3616      62.62  ...
  142    1.02e-05      0.2621      0.3519      61.90  ...
  143    8.04e-06      0.2774      0.3626      60.43  ...
  144    6.16e-06      0.2655      0.3589      59.39  ...
  145    4.53e-06      0.2656      0.3622      58.64  ...
  146    3.14e-06      0.2859      0.3515      57.44  ...
  147    2.01e-06      0.2841      0.3499      56.60  ...
  148    1.13e-06      0.2871      0.3410      55.39  ...
  149    5.03e-07      0.2837      0.3580      54.53  ...
  150    1.26e-07      0.2605      0.3403      53.64  bg=88.7, gr=87.5, ro=75.4, sf=77.7, ff=71.3, bm=56.0, co=59.1, wi=63.3, dy=60.4

======================================================================
 BEST CHECKPOINT  epoch=133  val_mIoU=71.09
 MEAN OVER 5 SEEDS (paper Table):
   Conventional CA: 71.32 +/- 0.21
   This seed (201) best: 71.09
   Delta from 5-seed mean: -0.23 pp
======================================================================

CHECKPOINT SELECTION RULE:
  Selected: epoch 133 (val_mIoU=71.09, highest)
  Saved to: checkpoints/ca_seed201_best.pth
  SHA256: <computed-at-save-time>

NOTE: This is validation-best (Line V / Line S protocol).
      Test mIoU is evaluated ONCE on held-out S6+S7 using this
      checkpoint; test results are in results/raw/.
